Transaction,items_list
4888,"['coffee', 'cake']"
4889,['cake']
4890,"['cake', 'tea']"
4891,"['coffee', 'tea', 'cake', 'cookies']"
4892,"['cookies', 'tea']"
4893,"['focaccia', 'fudge']"
4894,"['pastry', 'toast', 'coffee']"
4895,"['tea', 'sandwich']"
4896,"['tea', 'hot chocolate', 'spanish brunch', 'granola', 'sandwich']"
4897,"['coffee', 'medialuna']"
4898,['bread']
4899,['coffee']
4900,"['coffee', 'toast']"
4901,"['coffee', 'pastry']"
4902,['bread']
4903,['farm house']
4904,"['bread', 'cookies']"
4905,['bread']
4906,"['hot chocolate', 'cake']"
4907,"['pastry', 'cake', 'mineral water']"
4908,['tea']
4909,"['tea', 'jammie dodgers', 'cake', 'juice']"
4910,['tiffin']
4911,"['cake', 'muffin']"
4912,"['coffee', 'coke', 'juice', 'truffles', 'medialuna']"
4913,['coffee']
4914,['coffee']
4915,['coffee']
4916,['coffee']
4917,"['coffee', 'pastry']"
4918,"['cake', 'coffee']"
4919,"['bread', 'tiffin']"
4920,"['scandinavian', 'bread']"
4921,"['coffee', 'tea', 'alfajores']"
4922,['chicken stew']
4923,['coffee']
4924,"['coffee', 'juice', 'medialuna', 'crisps']"
4925,['coffee']
4926,['farm house']
4927,"['salad', 'coffee']"
4928,['bread']
4929,"['bread', 'medialuna']"
4930,"['coffee', 'sandwich']"
4931,"['hot chocolate', 'chicken stew']"
4932,"['coffee', 'tea', 'sandwich', 'medialuna']"
4933,"['bread', 'tea', 'chicken stew', 'soup', 'cake', 'pastry', 'alfajores', 'focaccia']"
4934,"['bread', 'coffee', 'soup', 'muffin']"
4935,['bread']
4936,"['coffee', 'tea', 'cake']"
4937,"['sandwich', 'coffee', 'tea']"
4938,['coffee']
4939,['bread']
4940,['coffee']
4941,['bread']
4942,['hot chocolate']
4943,"['coffee', 'bread', 'tiffin']"
4944,['hot chocolate']
4945,"['hot chocolate', 'coffee', 'tiffin']"
4946,"['coffee', 'cookies', 'bread']"
4948,['farm house']
4949,"['afternoon with the baker', 'coffee', 'scandinavian']"
4950,"['coffee', 'bread']"
4951,"['coffee', 'tea', 'toast']"
4952,"['coffee', 'toast']"
4953,['coffee']
4954,"['coffee', 'toast']"
4955,"['coffee', 'medialuna']"
4956,['coffee']
4957,['cake']
4958,"['pastry', 'bread']"
4959,['coffee']
4960,['bread']
4961,['farm house']
4962,"['coffee', 'toast', 'cookies']"
4963,"['pastry', 'coffee']"
4964,['coffee']
4965,['bread']
4966,"['bread', 'tea', 'granola']"
4967,"['bread', 'tea', 'scone', 'sandwich']"
4968,"['coffee', 'pastry']"
4969,"['pastry', 'coffee', 'bread']"
4971,['bread']
4972,['bread']
4973,['muffin']
4974,['farm house']
4975,"['coffee', 'tea', 'scone']"
4976,['coffee']
4977,['bread']
4978,['bread']
4979,"['coffee', 'scone']"
4980,['bread']
4981,['chicken stew']
4982,"['tea', 'coffee']"
4983,"['coffee', 'tea', 'scone']"
4984,"['cake', 'pastry', 'farm house', 'scandinavian']"
4985,"['smoothies', 'muffin']"
4986,"['coffee', 'tea', 'sandwich', 'salad']"
4987,"['sandwich', 'truffles']"
4988,"['coffee', 'sandwich']"
4989,"['bread', 'coffee']"
4990,['chicken stew']
4991,"['bread', 'coffee']"
4992,['coffee']
4993,"['coffee', 'sandwich']"
4994,['hot chocolate']
4995,['medialuna']
4996,['hot chocolate']
4997,['coffee']
4998,['cake']
4999,"['coffee', 'alfajores']"
5000,"['bread', 'coffee']"
5001,['bread']
5002,"['bread', 'muffin']"
5003,"['coffee', 'bread']"
5004,"['coffee', 'cake']"
5005,"['bread', 'muffin']"
5006,"['tea', 'tiffin']"
5007,['coffee']
5008,"['bread', 'sandwich', 'tea']"
5009,"['coffee', 'pastry']"
5010,['scandinavian']
5011,"['medialuna', 'vegan mincepie', 'juice', 'tea']"
5012,"['coffee', 'scone']"
5013,"['tea', 'brownie', 'raspberry shortbread sandwich']"
5014,"['tea', 'sandwich']"
5015,"['coffee', 'cookies']"
5016,['cookies']
5017,['farm house']
5018,['bread']
5019,['bread']
5020,"['coffee', 'medialuna']"
5021,"['coffee', 'pastry']"
5022,"['coffee', 'medialuna', 'pastry']"
5023,['coffee']
5024,['cake']
5025,['medialuna']
5026,['coffee']
5027,['farm house']
5028,"['bread', 'brownie']"
5029,"['brownie', 'coffee']"
5030,"['scandinavian', 'bread', 'alfajores']"
5031,['bread']
5032,"['medialuna', 'bread']"
5033,"['bread', 'pastry']"
5034,['coffee']
5035,"['scone', 'tea', 'juice', 'medialuna']"
5036,"['tiffin', 'coffee']"
5037,"['coffee', 'cake']"
5038,"['bread', 'scone']"
5039,"['medialuna', 'coffee']"
5040,['coffee']
5041,"['spanish brunch', 'tea', 'alfajores']"
5042,['cake']
5043,"['coffee', 'toast', 'tiffin']"
5044,['brownie']
5045,['pastry']
5046,['afternoon with the baker']
5047,['farm house']
5048,"['coffee', 'coke', 'juice', 'cake']"
5049,"['bread', 'tiffin', 'cookies']"
5050,"['scone', 'cake', 'coffee']"
5051,['coffee']
5052,"['coffee', 'alfajores', 'tiffin', 'brownie', 'bread']"
5054,"['coffee', 'medialuna', 'cake']"
5055,"['granola', 'coffee']"
5056,"['cake', 'hot chocolate']"
5057,"['tea', 'scone', 'tiffin']"
5058,['bread']
5059,['tea']
5060,"['coffee', 'bread']"
5061,"['coffee', 'juice', 'cake', 'scone', 'toast']"
5062,"['jammie dodgers', 'scone', 'tiffin', 'bread', 'hot chocolate', 'tea', 'coffee']"
5063,['scandinavian']
5064,['afternoon with the baker']
5065,['bread']
5066,['cookies']
5067,['bread']
5068,['bread']
5069,"['spanish brunch', 'coffee']"
5070,['scandinavian']
5071,['scandinavian']
5072,"['brownie', 'scone']"
5073,"['jammie dodgers', 'cake']"
5075,['sandwich']
5076,['hot chocolate']
5077,['coffee']
5078,"['coffee', 'tea']"
5079,"['sandwich', 'cake', 'smoothies', 'bread']"
5080,"['spanish brunch', 'sandwich', 'coffee', 'truffles']"
5081,['cookies']
5082,"['sandwich', 'toast', 'tea', 'fudge']"
5083,"['coffee', 'jammie dodgers']"
5084,"['cake', 'jammie dodgers']"
5086,"['frittata', 'bread']"
5087,['coffee']
5088,['afternoon with the baker']
5089,"['raspberry shortbread sandwich', 'bread', 'coffee']"
5090,"['sandwich', 'extra salami or feta', 'tea', 'bread', 'cake']"
5092,"['tea', 'duck egg']"
5093,['scandinavian']
5094,"['coffee', 'hot chocolate', 'brownie']"
5095,"['spanish brunch', 'bread']"
5096,"['bread', 'coffee']"
5097,['jam']
5098,"['coffee', 'frittata', 'scone']"
5099,"['coffee', 'cake', 'bread']"
5100,"['coffee', 'hot chocolate', 'cake', 'brownie', 'extra salami or feta']"
5101,['fudge']
5102,['coffee']
5103,"['hot chocolate', 'bread', 'scone']"
5104,['cake']
5105,"['bread', 'frittata']"
5106,"['coffee', 'bread']"
5107,['brownie']
5108,"['cake', 'muffin']"
5109,['cake']
5110,"['hot chocolate', 'coffee']"
5111,"['tea', 'frittata']"
5112,['coffee']
5113,"['tea', 'hot chocolate', 'juice', 'cookies']"
5114,"['cake', 'bread', 'hot chocolate']"
5115,['bread']
5116,"['scone', 'cookies', 'coffee', 'juice']"
5117,"['coffee', 'brownie', 'scone']"
5118,['coffee']
5119,"['tea', 'raspberry shortbread sandwich']"
5120,['afternoon with the baker']
5121,"['hot chocolate', 'coffee', 'tea', 'alfajores', 'pastry', 'tiffin']"
5122,"['coffee', 'medialuna']"
5123,"['toast', 'coffee']"
5124,['coffee']
5125,"['coffee', 'toast']"
5126,['coffee']
5127,"['bread', 'coffee']"
5128,"['bread', 'eggs']"
5129,['bread']
5130,"['bread', 'coffee', 'scone', 'frittata']"
5131,['medialuna']
5132,['bread']
5133,"['coffee', 'bread']"
5134,"['coffee', 'toast']"
5135,['medialuna']
5136,['scone']
5137,"['tea', 'coffee', 'toast', 'bread']"
5138,"['bread', 'alfajores']"
5139,"['coffee', 'cake']"
5140,"['coffee', 'cake', 'bread']"
5141,"['bread', 'coffee', 'tea']"
5142,"['hot chocolate', 'cake', 'bread']"
5143,['tea']
5144,"['alfajores', 'coffee']"
5145,"['hot chocolate', 'coffee']"
5146,"['hot chocolate', 'smoothies', 'the nomad', 'bread', 'afternoon with the baker']"
5147,['tea']
5148,['bread']
5149,['jammie dodgers']
5150,"['the nomad', 'juice', 'coffee']"
5151,"['bread', 'scone', 'pastry', 'cake']"
5152,"['coffee', 'scone', 'sandwich']"
5153,"['coffee', 'cake', 'pastry']"
5154,"['tea', 'cookies', 'soup']"
5155,"['hot chocolate', 'bread', 'cake', 'jammie dodgers']"
5156,['soup']
5157,['salad']
5158,"['pastry', 'frittata']"
5159,['bread']
5160,"['alfajores', 'jammie dodgers', 'cake', 'tiffin']"
5161,"['soup', 'salad', 'extra salami or feta', 'sandwich', 'coffee']"
5162,"['coffee', 'alfajores']"
5163,['cake']
5164,['tea']
5165,"['smoothies', 'tea', 'hot chocolate', 'jammie dodgers']"
5166,"['coffee', 'bread']"
5167,"['toast', 'soup', 'coffee', 'juice']"
5168,"['alfajores', 'coffee', 'bread']"
5169,"['coffee', 'spanish brunch', 'duck egg']"
5170,"['soup', 'coffee', 'cake']"
5171,['coffee']
5172,['sandwich']
5173,"['coffee', 'sandwich']"
5174,"['tea', 'toast']"
5175,['coffee']
5176,"['truffles', 'juice', 'bread', 'jammie dodgers', 'cake', 'medialuna']"
5177,"['coffee', 'jammie dodgers']"
5178,['bread']
5179,"['smoothies', 'tea', 'bread', 'fudge']"
5180,['bread']
5181,['bread']
5182,['coffee']
5183,['coffee']
5184,"['hot chocolate', 'toast']"
5185,"['tea', 'hot chocolate', 'sandwich']"
5187,"['tea', 'coffee', 'hot chocolate']"
5188,['cake']
5189,"['coffee', 'toast', 'extra salami or feta', 'cake']"
5190,"['bread', 'coffee', 'pastry']"
5191,"['coffee', 'toast']"
5192,"['sandwich', 'bread']"
5193,['coffee']
5194,"['sandwich', 'cake', 'hot chocolate']"
5195,"['farm house', 'pastry']"
5196,"['coffee', 'soup']"
5197,"['soup', 'bread']"
5198,['tea']
5199,"['cake', 'frittata']"
5200,"['tea', 'coffee', 'cake']"
5201,"['cookies', 'cake']"
5202,"['tea', 'cake']"
5203,['cake']
5204,['cookies']
5205,"['cake', 'cookies', 'sandwich', 'soup', 'coffee', 'tea']"
5206,"['tea', 'cookies']"
5207,['bread']
5208,"['sandwich', 'coke', 'cake', 'crisps']"
5209,"['coffee', 'soup']"
5210,"['spanish brunch', 'tea', 'bread', 'cake']"
5211,['coffee']
5212,['bread']
5213,['coffee']
5214,['coffee']
5215,"['coffee', 'bread']"
5216,"['bread', 'coffee', 'cake']"
5217,"['coffee', 'medialuna']"
5218,['cake']
5219,"['soup', 'coffee', 'cake']"
5220,"['alfajores', 'coffee']"
5221,"['coffee', 'chicken stew', 'juice']"
5222,"['coffee', 'hot chocolate', 'cake']"
5223,"['cookies', 'hot chocolate', 'tea', 'toast']"
5224,['coffee']
5225,"['hot chocolate', 'coffee', 'cake', 'cookies']"
5226,"['hot chocolate', 'cake']"
5227,['bread']
5228,['bread']
5229,['bread']
5230,"['coffee', 'pastry']"
5231,['coffee']
5232,"['coffee', 'scandinavian', 'focaccia']"
5233,['bread']
5234,['coffee']
5235,['coffee']
5236,['coffee']
5237,['coffee']
5238,"['bread', 'cookies']"
5239,['scandinavian']
5240,['scandinavian']
5241,['scandinavian']
5242,['farm house']
5243,['coffee']
5244,['bread']
5245,['farm house']
5247,"['coffee', 'vegan mincepie']"
5248,['coffee']
5249,"['coffee', 'medialuna', 'bread']"
5250,"['muffin', 'pastry', 'coffee', 'tea']"
5251,['cake']
5252,['chicken stew']
5253,['tea']
5254,['soup']
5255,"['bread', 'coffee', 'salad', 'spanish brunch']"
5256,['coke']
5257,['tea']
5258,['chicken stew']
5259,['bread']
5260,"['tea', 'coffee', 'soup', 'art tray']"
5261,"['bread', 'focaccia', 'medialuna', 'cookies', 'coffee']"
5262,['bread']
5263,['soup']
5264,"['chicken stew', 'art tray', 'pastry', 'truffles', 'coffee', 'coke', 'bread']"
5265,"['bread', 'focaccia']"
5267,"['frittata', 'tea']"
5268,"['coffee', 'chicken stew', 'art tray']"
5269,"['bread', 'scandinavian']"
5271,"['tea', 'spanish brunch', 'salad']"
5272,['cake']
5273,"['coffee', 'hot chocolate']"
5274,"['spanish brunch', 'juice', 'truffles']"
5275,"['coffee', 'pastry']"
5276,['cake']
5277,"['fudge', 'sandwich']"
5278,"['muffin', 'cookies']"
5279,['bread']
5280,['coffee']
5281,"['coffee', 'cake']"
5282,"['tea', 'chicken stew']"
5283,"['bread', 'coffee', 'cake']"
5284,"['bread', 'cake']"
5285,['bread']
5286,"['coffee', 'bread']"
5287,"['coffee', 'pastry']"
5288,"['tea', 'cake']"
5289,['bread']
5290,['bread']
5291,"['coffee', 'toast']"
5292,['coffee']
5293,"['bread', 'medialuna']"
5294,"['eggs', 'coffee', 'pastry']"
5295,['coffee']
5296,"['scandinavian', 'cookies']"
5297,['bread']
5298,['bread']
5299,['bread']
5300,['medialuna']
5301,['farm house']
5302,"['baguette', 'bread']"
5303,['bread']
5304,['baguette']
5305,['soup']
5306,['tea']
5307,"['coffee', 'tea', 'cookies', 'pastry']"
5308,['bread']
5309,['bread']
5310,"['coffee', 'tea', 'sandwich', 'chicken stew']"
5311,"['sandwich', 'coffee', 'coke']"
5312,['sandwich']
5313,['sandwich']
5314,['coffee']
5315,['bread']
5316,"['sandwich', 'tea', 'coffee']"
5317,"['hot chocolate', 'bread']"
5318,"['tea', 'the nomad', 'cake']"
5319,"['bread', 'tea', 'soup']"
5320,"['tea', 'soup', 'sandwich', 'medialuna']"
5321,"['coffee', 'tea', 'cake']"
5322,['sandwich']
5323,['tea']
5324,['coke']
5325,['bread']
5326,['tea']
5327,"['juice', 'cake']"
5328,"['cake', 'coffee']"
5329,['muffin']
5336,['bread']
5337,"['bread', 'medialuna']"
5338,['tea']
5339,"['bread', 'coffee']"
5340,['bread']
5341,['farm house']
5342,"['bread', 'coffee', 'tea', 'cookies', 'hot chocolate']"
5343,['coffee']
5344,['coffee']
5345,"['bread', 'muffin', 'coffee']"
5346,['muffin']
5347,"['cookies', 'juice']"
5348,"['cookies', 'coffee', 'hot chocolate']"
5349,"['tea', 'muffin', 'cake', 'juice', 'coffee']"
5350,"['tea', 'muffin', 'cake', 'juice', 'coffee']"
5352,['coffee']
5353,"['bread', 'coffee', 'toast']"
5354,"['coffee', 'hot chocolate', 'art tray', 'sandwich']"
5355,"['juice', 'tea', 'muffin']"
5356,['coffee']
5357,['coffee']
5358,"['coffee', 'cookies']"
5359,"['bread', 'baguette']"
5360,"['coffee', 'bread']"
5361,['coffee']
5362,"['bread', 'spanish brunch']"
5363,"['coffee', 'muffin']"
5364,"['hot chocolate', 'baguette']"
5365,"['coffee', 'sandwich', 'medialuna']"
5366,['bread']
5367,"['coffee', 'tea', 'soup']"
5368,"['bread', 'medialuna']"
5369,['chicken stew']
5370,"['spanish brunch', 'tea', 'coffee']"
5371,"['coffee', 'soup', 'muffin']"
5372,"['cake', 'soup', 'tea']"
5373,"['sandwich', 'bread', 'muffin']"
5374,"['sandwich', 'coffee', 'bread']"
5375,"['bread', 'baguette']"
5376,"['pastry', 'bread', 'jam']"
5377,['bread']
5378,['pastry']
5379,['cake']
5380,"['chicken stew', 'spanish brunch']"
5381,"['bread', 'farm house']"
5382,"['tea', 'cake']"
5383,"['tea', 'medialuna']"
5384,"['tea', 'coffee', 'cookies']"
5385,"['coffee', 'muffin']"
5386,['bread']
5387,"['pastry', 'hot chocolate']"
5388,['bread']
5389,['bread']
5390,"['bread', 'cookies']"
5391,"['coffee', 'toast']"
5392,['bread']
5393,['coffee']
5394,"['coffee', 'juice', 'pastry']"
5395,"['cookies', 'muffin', 'coffee']"
5396,"['bread', 'pastry']"
5397,['medialuna']
5398,['farm house']
5399,"['the nomad', 'spanish brunch', 'tea', 'bread']"
5400,"['coffee', 'medialuna']"
5401,"['farm house', 'scandinavian']"
5402,['bread']
5403,['coffee']
5404,['coffee']
5405,"['coffee', 'cookies', 'bread']"
5406,"['coffee', 'juice']"
5407,"['coffee', 'medialuna', 'bread']"
5408,"['coffee', 'toast']"
5409,"['coffee', 'pastry']"
5410,['farm house']
5411,"['cake', 'muffin', 'bread', 'coffee']"
5412,['coffee']
5413,['bread']
5414,"['coffee', 'muffin']"
5415,['sandwich']
5416,"['pastry', 'hot chocolate', 'coffee', 'cake']"
5417,"['scone', 'coffee', 'bread']"
5418,"['coffee', 'tea', 'cake', 'medialuna']"
5419,['bread']
5420,['bread']
5421,"['tea', 'soup']"
5422,['coffee']
5423,"['coffee', 'sandwich']"
5424,['bread']
5425,"['truffles', 'soup']"
5426,"['soup', 'truffles']"
5427,"['chicken stew', 'coffee']"
5428,['soup']
5429,['soup']
5430,"['spanish brunch', 'truffles', 'juice', 'sandwich']"
5431,['cookies']
5432,"['bread', 'muffin']"
5433,"['coffee', 'tea', 'brownie']"
5434,['tea']
5435,"['coffee', 'tea', 'soup', 'extra salami or feta']"
5436,['baguette']
5437,"['bread', 'muffin', 'tea', 'soup']"
5438,"['coffee', 'soup', 'sandwich']"
5440,['coffee']
5441,['tea']
5442,['tea']
5443,['tea']
5444,"['coffee', 'scone']"
5445,"['cookies', 'muffin', 'coffee']"
5446,"['bread', 'cookies']"
5447,['coffee']
5448,"['scone', 'soup', 'hot chocolate']"
5449,"['scone', 'coffee']"
5450,['bread']
5451,"['bread', 'cookies']"
5452,"['cake', 'toast', 'scone', 'juice', 'bread']"
5453,"['cake', 'hot chocolate', 'tea']"
5454,"['tea', 'soup', 'bakewell']"
5455,"['coffee', 'bread', 'bakewell', 'brownie', 'cookies', 'cake']"
5456,"['cake', 'coffee']"
5457,"['coffee', 'cookies', 'cake']"
5458,"['tea', 'cookies', 'coffee']"
5459,['coffee']
5460,"['pastry', 'medialuna', 'coffee', 'juice', 'farm house', 'brownie']"
5461,['bread']
5462,"['coffee', 'bread', 'pastry', 'alfajores']"
5463,['scone']
5464,"['scone', 'pastry']"
5465,"['pastry', 'coffee']"
5466,"['bread', 'eggs']"
5467,"['coffee', 'toast']"
5468,['tea']
5469,"['bread', 'baguette']"
5470,['farm house']
5471,"['bread', 'medialuna']"
5472,"['farm house', 'baguette']"
5473,"['the nomad', 'tea', 'coffee']"
5474,"['coffee', 'bakewell', 'pastry', 'juice', 'hot chocolate']"
5475,"['baguette', 'coffee', 'bakewell']"
5476,['bread']
5477,['coffee']
5478,"['coffee', 'pastry']"
5479,"['coffee', 'hot chocolate', 'muffin']"
5480,['scandinavian']
5481,"['toast', 'tea', 'coffee']"
5482,['bread']
5483,['bread']
5484,"['bread', 'medialuna']"
5485,"['coffee', 'tea']"
5486,"['coffee', 'cookies']"
5487,"['frittata', 'pastry', 'vegan mincepie']"
5488,['bread']
5489,"['coffee', 'muffin']"
5490,['medialuna']
5491,['cake']
5492,"['coffee', 'brownie', 'bread', 'frittata', 'juice', 'smoothies', 'scone']"
5493,"['bread', 'coffee', 'bakewell']"
5494,['coffee']
5495,"['bread', 'focaccia']"
5496,"['the nomad', 'tea', 'coffee']"
5497,['bread']
5498,"['bread', 'baguette']"
5499,['bread']
5500,['tea']
5501,"['coffee', 'medialuna']"
5502,['juice']
5503,"['coffee', 'hot chocolate', 'brownie']"
5504,"['coffee', 'medialuna']"
5505,['coffee']
5506,"['brownie', 'bread']"
5507,"['coffee', 'scone']"
5508,"['tea', 'hot chocolate', 'scone']"
5509,"['salad', 'extra salami or feta', 'sandwich', 'coffee']"
5510,"['cake', 'jam']"
5511,"['hot chocolate', 'bread', 'brownie', 'scone']"
5512,"['bakewell', 'cake', 'bread']"
5513,"['coffee', 'bread', 'muffin', 'cake']"
5514,"['scone', 'hot chocolate']"
5515,"['bread', 'jam', 'scone']"
5516,"['hot chocolate', 'scone']"
5517,['scandinavian']
5518,['coffee']
5519,"['bread', 'coffee']"
5520,"['coffee', 'bread', 'frittata']"
5521,"['bread', 'focaccia']"
5522,"['bread', 'gingerbread syrup']"
5523,"['coffee', 'bread']"
5524,['bread']
5525,"['bread', 'tea']"
5526,['bread']
5527,"['spanish brunch', 'toast', 'juice', 'coffee']"
5528,"['bread', 'focaccia']"
5529,"['coffee', 'bread', 'frittata', 'salad', 'sandwich']"
5530,['coffee']
5531,"['brownie', 'tea']"
5532,['sandwich']
5533,['bread']
5534,"['chicken stew', 'sandwich', 'tea', 'bread']"
5535,"['soup', 'sandwich', 'coffee']"
5536,"['tea', 'bread']"
5537,['bread']
5538,['bread']
5539,"[""valentine's card""]"
5540,['coffee']
5541,"['scandinavian', 'cake']"
5542,['focaccia']
5543,"['scandinavian', 'bread', 'jam', 'salad', 'extra salami or feta', 'frittata', 'mineral water']"
5544,['hot chocolate']
5545,"['cake', 'coke']"
5546,"['scone', 'tea']"
5547,['tea']
5548,"['cake', 'brownie']"
5549,['brownie']
5550,['coffee']
5551,['bread']
5552,"['bread', 'coffee']"
5553,"['coffee', 'tea', 'scone']"
5554,['coffee']
5555,['coffee']
5556,"['tea', 'muffin']"
5557,"['hot chocolate', 'tea', 'medialuna']"
5558,"['coffee', 'hot chocolate', 'bread']"
5559,['bread']
5560,"['coffee', 'tea', 'bread']"
5561,"['coffee', 'tea']"
5562,"['coffee', 'tea', 'juice', 'cake', 'bakewell', 'cookies', 'sandwich']"
5564,['coffee']
5565,['coffee']
5566,"['bread', 'pastry']"
5567,"['baguette', 'brownie']"
5568,['bread']
5569,"['cookies', 'coffee', 'pastry']"
5570,['coffee']
5571,"['coffee', 'hot chocolate', 'bread']"
5572,['coffee']
5573,"['coffee', 'pastry']"
5574,['tea']
5575,['coffee']
5576,"['pastry', 'muffin']"
5577,"['coffee', 'tea', 'soup']"
5578,"['cookies', 'brownie']"
5579,['baguette']
5580,['baguette']
5581,['farm house']
5582,['coffee']
5583,"['coffee', 'medialuna', 'cookies']"
5584,['farm house']
5585,"['coffee', 'granola', 'bread']"
5586,"['coffee', 'spanish brunch']"
5587,"['cake', 'bread', 'baguette']"
5588,"['the nomad', 'coffee', 'farm house']"
5589,['bread']
5590,['juice']
5591,"['spanish brunch', 'extra salami or feta', 'coffee']"
5592,"['bread', 'granola', 'pastry']"
5593,"['bread', 'coffee', 'pastry']"
5594,['bread']
5595,['brownie']
5596,"['spanish brunch', 'coffee', 'smoothies']"
5597,"['bread', 'coffee', 'pastry', 'scone']"
5598,"['hot chocolate', 'coffee', 'sandwich', 'toast', 'cake']"
5599,['bread']
5600,"['pastry', 'coffee', 'bread']"
5601,"['hot chocolate', 'tea', 'alfajores', 'medialuna']"
5603,"['tea', 'bread']"
5604,"['sandwich', 'juice', 'truffles', 'coffee', 'medialuna', 'scone']"
5605,"['bread', 'coffee', 'sandwich', 'medialuna']"
5606,"['coffee', 'bread', 'pastry', 'frittata']"
5607,"['frittata', 'bread']"
5608,"['coffee', 'soup', 'sandwich']"
5609,"['coffee', 'sandwich', 'salad']"
5610,['salad']
5611,['bread']
5612,"['fudge', 'jam']"
5613,"['tea', 'hot chocolate', 'cake', 'medialuna']"
5614,"['bakewell', 'hot chocolate', 'toast', 'chicken stew']"
5615,"['coffee', 'tea', 'pastry']"
5616,"['cookies', 'cake', 'baguette']"
5617,"['bread', 'tea', 'cake', 'chicken stew']"
5618,"['spanish brunch', 'coffee', 'hot chocolate', 'bakewell', 'bread']"
5620,['medialuna']
5621,"['cake', 'scone', 'medialuna', 'coffee', 'tea']"
5622,"['coffee', 'medialuna']"
5623,['bread']
5624,['pastry']
5625,['coffee']
5626,"['bread', 'pastry']"
5627,['bread']
5628,['bread']
5629,['bread']
5630,['bread']
5631,['pastry']
5632,"['pastry', 'coffee']"
5633,['bread']
5634,"['farm house', 'jam', 'scandinavian']"
5635,"['coffee', 'cookies']"
5636,"['pastry', 'coffee']"
5637,['sandwich']
5638,"['coffee', 'cookies']"
5639,"['coffee', 'pastry']"
5640,"['coffee', 'bread']"
5641,"['coffee', 'bread', 'soup']"
5642,"['bread', 'jam', 'fudge', 'juice']"
5643,['baguette']
5644,['soup']
5645,['soup']
5646,['chicken stew']
5647,"['coffee', 'tea']"
5648,"['coke', 'sandwich', 'soup', 'bread']"
5649,['soup']
5650,"['hot chocolate', 'coffee', 'cake']"
5651,['coffee']
5652,['pastry']
5653,['bread']
5654,['farm house']
5655,"['coffee', 'toast']"
5656,"['cake', 'coffee']"
5657,"['coffee', 'bread']"
5658,"['cake', 'hot chocolate']"
5659,['coffee']
5660,"['tea', 'hot chocolate', 'cookies']"
5661,['hot chocolate']
5662,['coffee']
5663,['scandinavian']
5664,['bread']
5665,['bread']
5666,"['bread', 'toast']"
5667,"['bread', 'brownie']"
5668,"['pastry', 'bread']"
5669,"['tea', 'sandwich']"
5670,['coffee']
5671,"['coffee', 'bread']"
5672,"['coffee', 'juice']"
5673,"['cake', 'coffee', 'spanish brunch']"
5674,['coffee']
5675,"['coffee', 'brownie', 'baguette']"
5676,"['pastry', 'cake', 'coffee']"
5677,"['hot chocolate', 'coffee']"
5678,['farm house']
5679,"['tea', 'toast']"
5680,"['tea', 'coffee', 'pastry']"
5681,"['bread', 'pastry']"
5682,['coffee']
5683,"['tea', 'sandwich', 'bread']"
5684,"['farm house', 'cookies']"
5685,"['tea', 'cake', 'bakewell']"
5686,['coffee']
5687,['bread']
5688,['coffee']
5689,['bread']
5690,['coffee']
5691,['coffee']
5692,"['cookies', 'baguette']"
5693,"['coffee', 'cookies', 'cake', 'spanish brunch']"
5694,"['tea', 'coffee', 'sandwich', 'cake']"
5695,"['coffee', 'cake']"
5696,['bread']
5697,['baguette']
5698,['bread']
5699,"['coke', 'salad']"
5700,['bread']
5701,['soup']
5702,"['coffee', 'sandwich']"
5703,['brownie']
5704,['bread']
5705,"['chicken stew', 'juice', 'coke']"
5706,['baguette']
5707,"['soup', 'tea', 'coffee']"
5708,"['sandwich', 'cookies', 'coffee', 'tea']"
5709,['coke']
5710,"['toast', 'cake', 'coffee']"
5711,"['cake', 'the nomad']"
5712,"['coffee', 'bread']"
5713,"['cookies', 'hot chocolate', 'tea', 'cake', 'pastry']"
5714,"['tea', 'coffee', 'cake']"
5715,"['tea', 'bread']"
5716,['brownie']
5717,"['coffee', 'cake', 'cookies']"
5718,['bread']
5719,['bread']
5720,"['coffee', 'bread']"
5721,"['bread', 'pastry']"
5722,['bread']
5723,"['bread', 'coffee', 'toast']"
5725,['farm house']
5726,"['cake', 'coffee', 'bread']"
5727,"['bread', 'hot chocolate']"
5728,['coffee']
5729,"['coffee', 'bread']"
5730,"['coffee', 'cake']"
5731,"['cake', 'coffee']"
5732,"['bread', 'sandwich', 'toast']"
5733,"['coffee', 'medialuna']"
5734,"['coffee', 'bread', 'alfajores', 'bakewell', 'tea']"
5735,"['coffee', 'bread']"
5736,['bread']
5737,"['coffee', 'bread']"
5738,"['bread', 'coffee']"
5739,['bread']
5740,['baguette']
5741,['pastry']
5742,"['bread', 'pastry']"
5743,"['baguette', 'bread']"
5744,"['bread', 'pastry', 'tea', 'coffee']"
5745,"['cake', 'bread']"
5746,"['sandwich', 'coke']"
5747,"['coke', 'cake']"
5748,"['hot chocolate', 'coffee', 'pastry', 'bread']"
5749,"['spanish brunch', 'chicken stew', 'tea', 'cookies']"
5751,['cake']
5752,['coffee']
5753,['coffee']
5754,['bread']
5755,"['bread', 'sandwich']"
5756,"['coffee', 'bread', 'sandwich']"
5757,"['coffee', 'cake']"
5758,"['granola', 'extra salami or feta', 'coffee']"
5759,"['soup', 'juice', 'coffee']"
5760,['sandwich']
5761,['baguette']
5762,['coffee']
5763,['coffee']
5764,"['hot chocolate', 'coffee', 'alfajores']"
5765,"['tea', 'coffee', 'bread']"
